Date,ADANIPORTS.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,IOC.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SBILIFE.NS,SHREECEM.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TATACONSUM,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,UPL.NS,WIPRO.NS
2018-01-15,413.69830322265625,1179.3106689453125,559.8546752929688,2903.9072265625,1728.15966796875,5004.45263671875,451.8357238769531,389.147705078125,2244.67822265625,602.2342529296875,236.2262725830078,1050.987548828125,2354.423095703125,2535.374267578125,1216.6875,439.6674499511719,1781.4564208984375,934.9481201171876,472.736083984375,3216.3994140625,262.16864013671875,1309.506591796875,322.63433837890625,1660.5689697265625,496.3242492675781,152.556640625,239.37620544433597,264.9509582519531,1037.26123046875,1239.6295166015625,739.5526123046875,8987.41796875,7317.205078125,121.07201385498048,167.9711456298828,170.8658905029297,925.8518676757812,302.6000061035156,712.2763671875,18842.875,560.9327392578125,432.3500061035156,696.657470703125,696.657470703125,696.657470703125,696.657470703125,696.657470703125,696.657470703125,696.657470703125,696.657470703125
2018-01-16,416.5998840332031,1164.3250732421875,562.5014038085938,2898.44970703125,1677.6514892578125,4950.9658203125,445.3425598144531,382.9574279785156,2224.466064453125,593.5005493164062,225.18338012695312,1065.022216796875,2390.19775390625,2527.192626953125,1203.1290283203125,459.0094604492188,1757.4173583984375,936.1305541992188,480.5013427734375,3178.552490234375,256.12310791015625,1323.68212890625,327.3371887207031,1642.9998779296875,515.4676513671875,149.94149780273438,234.09848022460935,261.4182434082031,1032.16650390625,1239.86328125,727.3760986328125,8952.4609375,7332.908203125,121.28203582763672,168.48377990722656,168.2081756591797,900.2950439453125,296.1499938964844,696.4755859375,18865.33984375,562.1491088867188,421.8999938964844,680.8749389648438,680.8749389648438,680.8749389648438,680.8749389648438,680.8749389648438,680.8749389648438,680.8749389648438,680.8749389648438
2018-01-17,426.2882690429688,1169.2222900390625,584.47412109375,2929.7265625,1691.4219970703125,4959.05615234375,447.7159423828125,383.2769470214844,2258.921875,599.1749877929688,224.6814422607422,1079.4466552734375,2412.612060546875,2557.24267578125,1221.7291259765625,460.7502136230469,1769.22265625,931.3763427734376,476.270263671875,3161.489990234375,258.2857360839844,1313.3377685546875,336.302001953125,1635.942626953125,528.8953247070312,149.90245056152344,237.98963928222656,264.9974060058594,1026.02294921875,1265.245849609375,726.0609741210938,8944.634765625,7320.93017578125,121.9820785522461,167.20220947265625,169.23696899414062,901.8069458007812,307.1000061035156,700.84814453125,18737.70703125,568.0361938476562,422.9500122070313,688.2105102539062,688.2105102539062,688.2105102539062,688.2105102539062,688.2105102539062,688.2105102539062,688.2105102539062,688.2105102539062
2018-01-18,409.4197082519531,1163.83544921875,584.0746459960938,2936.193359375,1651.15478515625,4916.80615234375,443.327392578125,375.6089782714844,2202.66064453125,595.7210083007812,218.58074951171875,1062.73193359375,2383.227294921875,2532.9189453125,1191.968994140625,461.4272155761719,1805.82861328125,952.9549560546876,482.8906555175781,3184.978759765625,249.58609008789065,1299.6890869140625,339.1432800292969,1658.2987060546875,529.1708984375,147.56056213378906,244.5644378662109,260.1167297363281,1045.402587890625,1272.2108154296875,739.601318359375,8997.2626953125,7296.69091796875,120.5119857788086,165.83522033691406,168.89404296875,897.124755859375,303.25,703.3822021484375,18210.419921875,561.1760864257812,418.9500122070313,668.4266357421875,668.4266357421875,668.4266357421875,668.4266357421875,668.4266357421875,668.4266357421875,668.4266357421875,668.4266357421875
2018-01-19,426.3374633789063,1165.4515380859375,589.5178833007812,2944.631591796875,1692.1180419921875,4967.1962890625,445.9246826171875,381.2401123046875,2227.8427734375,594.832763671875,219.31439208984372,1070.4312744140625,2411.159912109375,2537.90673828125,1197.7938232421875,463.3855895996094,1810.065185546875,961.7735595703124,479.3564758300781,3181.787353515625,253.61643981933597,1304.9569091796875,346.4424743652344,1662.1483154296875,524.9242553710938,150.6440887451172,245.5931396484375,262.25494384765625,1059.43798828125,1282.1673583984375,745.5921630859375,8954.2861328125,7244.294921875,120.93199920654295,165.4934539794922,168.1224365234375,908.4401245117188,309.25,707.05908203125,18144.1875,556.6997680664062,418.0499877929688,669.5380859375,669.5380859375,669.5380859375,669.5380859375,669.5380859375,669.5380859375,669.5380859375,669.5380859375
2018-01-22,430.8619689941406,1151.8370361328125,610.7914428710938,3003.425048828125,1696.5423583984375,5045.5048828125,439.4762878417969,374.7303466796875,2238.73388671875,593.2537841796875,220.12522888183597,1050.500244140625,2417.162353515625,2505.3193359375,1213.2122802734375,467.2780456542969,1782.218017578125,967.2667236328124,468.1068115234375,3193.487548828125,250.7657165527344,1297.917236328125,344.3849792480469,1661.3585205078125,527.931396484375,149.2974853515625,244.7880706787109,259.047607421875,1072.9736328125,1307.7835693359375,739.9422607421875,8940.9853515625,7231.42041015625,120.68699645996094,171.47410583496094,167.43658447265625,947.6533203125,306.5,710.189453125,18267.5078125,560.640869140625,421.8999938964844,668.8267211914062,668.8267211914062,668.8267211914062,668.8267211914062,668.8267211914062,668.8267211914062,668.8267211914062,668.8267211914062
2018-01-23,431.2062072753906,1145.8624267578125,619.330810546875,3023.099365234375,1698.87890625,5008.69775390625,440.7301635742188,384.3153076171875,2252.5732421875,614.17529296875,226.3417053222656,1073.4039306640625,2440.25390625,2452.8974609375,1197.6468505859375,481.3010864257813,1794.26123046875,961.3302001953124,456.5086364746094,3217.46337890625,260.4483642578125,1310.6080322265625,354.96636962890625,1700.9876708984375,540.3721313476562,151.9906768798828,247.4269561767578,273.3642578125,1074.3221435546875,1318.8621826171875,749.147705078125,9020.982421875,7167.94580078125,120.89702606201172,177.15573120117188,167.90809631347656,959.1148681640624,318.1000061035156,712.4254150390625,18181.109375,563.7545776367188,418.0,693.3231201171875,693.3231201171875,693.3231201171875,693.3231201171875,693.3231201171875,693.3231201171875,693.3231201171875,693.3231201171875
2018-01-24,441.3863830566406,1127.399658203125,607.1959228515625,3064.924560546875,1729.1539306640625,5008.54833984375,411.533203125,383.796142578125,2244.39306640625,610.1785278320312,227.4614105224609,1074.9146728515625,2478.01416015625,2392.443115234375,1174.78857421875,492.4710998535156,1819.537841796875,964.4585571289062,453.2233276367188,3231.20166015625,254.3045654296875,1308.2613525390625,345.6097106933594,1695.01611328125,544.365966796875,152.3419647216797,251.7654571533203,268.3441467285156,1078.96728515625,1309.980712890625,735.8509521484375,9060.8857421875,7161.53173828125,121.80706024169922,180.14610290527344,167.9938507080078,942.6297607421876,329.8999938964844,698.214599609375,18025.564453125,570.7609252929688,403.6000061035156,677.6294555664062,677.6294555664062,677.6294555664062,677.6294555664062,677.6294555664062,677.6294555664062,677.6294555664062,677.6294555664062
2018-01-25,429.3374328613281,1126.81201171875,615.3357543945312,3037.54541015625,1700.4697265625,4927.24365234375,405.443115234375,383.9158935546875,2199.854736328125,613.23779296875,231.20675659179688,1091.873291015625,2428.006103515625,2402.89501953125,1167.8868408203125,488.1674499511719,1816.7769775390625,972.9815673828124,446.5033874511719,3165.345458984375,254.55032348632807,1314.8223876953125,353.49676513671875,1707.748779296875,539.5916748046875,153.1226043701172,251.58648681640625,270.3428649902344,1091.2044677734375,1324.2845458984375,738.1887817382812,8910.3505859375,7065.18505859375,120.37197875976562,178.13829040527344,166.57925415039062,942.1907958984376,313.1499938964844,677.7929077148438,17953.646484375,564.2412109375,400.2999877929688,683.8980102539062,683.8980102539062,683.8980102539062,683.8980102539062,683.8980102539062,683.8980102539062,683.8980102539062,683.8980102539062
2018-01-29,429.4849243164063,1128.3790283203125,604.7988891601562,3085.424072265625,1705.44091796875,4906.61767578125,394.6061706542969,375.2495422363281,2231.48095703125,606.921875,233.0215301513672,1072.47802734375,2282.146728515625,2487.54638671875,1159.61474609375,490.3477478027344,1873.23291015625,985.150390625,443.367431640625,3227.8779296875,254.2062530517578,1338.33642578125,350.4105224609375,1719.88916015625,543.0347290039062,155.99147033691406,246.57711791992188,272.8064880371094,1113.9306640625,1338.7288818359375,744.5693359375,9248.875,7103.0068359375,119.74193572998048,175.276123046875,166.4506378173828,940.8251342773438,312.1000061035156,677.5941162109375,17622.33984375,572.1231079101562,399.25,696.3463134765625,696.3463134765625,696.3463134765625,696.3463134765625,696.3463134765625,696.3463134765625,696.3463134765625,696.3463134765625
2018-01-30,421.2227783203125,1103.5499267578125,593.0135498046875,3080.287841796875,1668.7530517578125,4869.9111328125,397.1661987304688,387.8696899414063,2237.901123046875,597.9907836914062,236.2262725830078,1052.498291015625,2232.81689453125,2418.29833984375,1138.7630615234375,484.7032165527344,1844.57666015625,983.1057739257812,419.9720458984375,3268.739013671875,249.24205017089844,1341.161865234375,346.0995788574219,1713.52294921875,537.4111328125,162.4707794189453,246.1746063232422,268.762451171875,1086.9090576171875,1336.812255859375,745.1051025390625,9192.0693359375,7032.3134765625,119.2169189453125,174.97708129882812,167.1365203857422,927.0712280273438,313.54998779296875,663.7312622070312,17127.923828125,576.0155029296875,395.8500061035156,689.8554077148438,689.8554077148438,689.8554077148438,689.8554077148438,689.8554077148438,689.8554077148438,689.8554077148438,689.8554077148438
